review,rate
well think stunt,1
but certainly hard hate,1
wry affectionate delight,1
score direct hit,1
not downright silly,0
every moment crackle with tension,1
wildlife,1
careless unfocused,0
bit exploitative,0
well up eye time,1
inspire more,1
fill hot chick late gimmick unimaginative comedian,0
lead such companionable couple,1
gutter romancer,0
more fascinating look future bladerunner one of most high concept sci adventure attempt screen,1
of wladyslaw szpilman who not only pianist but good human,1
shrewd,0
journey span nearly three decade of bittersweet camaraderie history which feel truly know what make holly marina tick heart out continue negotiate imperfect love hate relationship,1
heart feel,1
make splash even great arnold schwarzenegger jean claud van damme steven segal,1
peculiar always entertaining costume drama,1
shamelessly enjoy,1
most part useless movie,0
crap on leash far too polite scale lunatic height of joe dante similarly style gremlin,0
thumb down due endlessly repetitive scene of embarrassment,0
good film of year,1
can not disguise spiffe up leftover not so substantial fresh,0
material production little more routine,0
take seriously,1
heartfelt story just not very involve one,0
thoughtful surprisingly affect portrait of screw up man who dare mess with some powerful people see through eye of idealistic kid who choose champion ultimately lose cause,1
ingenious often harrowing,1
shabby digital photography,0
pretty good execution,1
rerun,0
wendigo genuinely bone chill tale,1
of most affect depiction of love affair,1
inexpressible drab wannabe look exact niche,0
technical triumph,1
middle of road where thematic irony too obvious sexual politic too smug,0
unpleasant,0
excellent minute film,1
ambitious,1
fun nimble,1
allow find small human moment leave off with grand whimper,1
purposefully,1
filmmaker try balance point often incisive satire unabashed sweetness with result sometimes brace sometimes baffling quite often unexpected way touch,1
cheesy cheesy,0
muddle,0
tongue keep laugh ridiculous dialog so convenient plot twist,0
ambitious what if,1
enjoy immensely,1
will two hour gain,0
bear most audience,0
clumsily manufacture exploitation flick,0
crisp psychological drama fascinating little thriller would have perfect old twilight zone episode,1
feel drag through sad sordid universe of gun drug avarice damage dream,0
few good laugh,1
more fully,1
film have high buff gloss high octane jolt expect of palma but what make transporting also one of smart most pleasurable expression of pure movie love come american director year,1
take central idea way too seriously,0
annoying,0
will want crawl up own embarrassment,0
would require many session on couch of freud,0
sweet temper,1
underlie good of comedy,1
fairly harmless,1
no big whoop,0
arrive heart simple self reflection meditation,1
old fashioned scary movie one rely on linger terror punctuate sudden shock not constant bloodshed,1
solid performance,1
occasional jarring glimpse of modern theater audience watch event unfold,0
movie contrived lame screenplay listless direction,0
mature frank fashion,1
dopey old,0
craven,0
explicit,1
subplot involve various silberstein feel more like pilot episode of series feature film,0
most horrific,0
most immediate most obvious,0
gaunt,0
bit of cheat end,0
aim mainly little kid but with plenty of entertainment value keep grown up squirm seat,1
something else altogether clownish offensive nothing like real life,0
with enough unexpected twist,1
rival vintage looney tune most creative mayhem brief amount of time,1
movie understand character must come first,1
ultra violent gangster wannabe,0
weighty revelation flowery dialogue nostalgia past,1
how good,1
philosophical emptiness maddeningly sedate pacing,0
also demonstrate how desperate maker of do cash sequel,0
should,1
of fight hard something really matter,1
amiable,1
unfulfilling,0
worthwhile remind sort of thing do fact still happen america,1
play close two,1
direct video stuff,0
still cinematic touchstone,1
can of day old coke,0
charge money,0
feel like streetwise mclaughlin group never fail entertain,1
over late inning twist just do not make sense,0
assayas ambitious sometimes beautiful adaptation of jacques chardonne,1
through picture begin hate,0
so many red herring,0
low very low very very low masquerade work,0
technical flaw get way,0
triviality,0
articulate,1
kapur give episodic choppiness undermine story emotional thrust,0
superficially write character ramble on tediously about life love art,0
substantive movie,1
throw up hand surrender fire people have decide will just screen master of disguise,0
so pat make tooth hurt,0
pollyana would reach barf bag,0
film earnest try beachcombe verismo but would even more indistinct not striking quietly vulnerable personality of ambrose,1
wildly inventive mixture,1
delightfully unpredictable hilarious comedy,1
uplifting near masterpiece,1
gabby giant screen movie ever bogge down barrage of hype,0
relentlessly folksy procession of stagy set piece stack with binary opposition,0
uncompromising knowledge,1
perfectly acceptable occasionally very enjoyable child entertainment,1
completely delightful,1
teeny bopper set,0
wish have develop with more care,0
of movie catch up something big,1
of animal house,1
payne construct hilarious ode middle america middle age with unlikely odyssey feature pathetic endearing hero who too human,1
of american pie hijink,0
